ticker,strategy_type,timeframe,method,trial_number,composite_score,param_macd_fast,param_macd_slow,param_macd_signal,param_allowshort,metric_return_%,metric_sharpe,metric_sortino,metric_maxdd_%,metric_n_trades,metric_win_rate_%,allowshort,optim_params,params,IS_start,IS_end,OOS_start,OOS_end,FULL_start,FULL_end,IS_Количество сигналов,IS_Количество сделок,IS_Прибыльных сделок,IS_Убыточных сделок,IS_Процент прибыльных сделок,IS_Средняя прибыль,IS_Средний убыток,IS_Среднее время удержания (дней),IS_Среднее время удержания (часов),IS_Макс. просадка (%),IS_Макс. прибыль по сделке,IS_Макс. убыток по сделке,IS_Процент роста,IS_Sharpe,IS_Sortino,IS_Std. return,IS_Reward/Risk,OOS_Количество сигналов,OOS_Количество сделок,OOS_Прибыльных сделок,OOS_Убыточных сделок,OOS_Процент прибыльных сделок,OOS_Средняя прибыль,OOS_Средний убыток,OOS_Среднее время удержания (дней),OOS_Среднее время удержания (часов),OOS_Макс. просадка (%),OOS_Макс. прибыль по сделке,OOS_Макс. убыток по сделке,OOS_Процент роста,OOS_Sharpe,OOS_Sortino,OOS_Std. return,OOS_Reward/Risk,FULL_Количество сигналов,FULL_Количество сделок,FULL_Прибыльных сделок,FULL_Убыточных сделок,FULL_Процент прибыльных сделок,FULL_Средняя прибыль,FULL_Средний убыток,FULL_Среднее время удержания (дней),FULL_Среднее время удержания (часов),FULL_Макс. просадка (%),FULL_Макс. прибыль по сделке,FULL_Макс. убыток по сделке,FULL_Процент роста,FULL_Sharpe,FULL_Sortino,FULL_Std. return,FULL_Reward/Risk
GAZP,macd,1h,Bayesian_TPE,21,11.57,12,37,11,True,1697.88,0.283,0.37,41.53,2085,35.83,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":12,""macd_slow"":37,""macd_signal"":11,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2085.0,2085.0,747.0,1335.0,35.83,99802.83,-43126.52,1.92,46.15,41.53,2847201.5400000005,-1686600.6,1697.88,0.72,0.94,0.006,0.01,432.0,432.0,159.0,272.0,36.81,19783.18,-11085.81,1.09,26.19,19.77,185190.30000000008,-90080.21999999994,13.02,0.25,0.33,0.0046,0.01,2517.0,2517.0,905.0,1608.0,35.96,142649.32,-68678.93,1.78,42.76,41.53,3222058.5000000014,-1686600.6,1866.19,0.65,0.85,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,22,2.722,16,46,11,True,679.29,0.21,0.242,52.4,1779,34.85,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":16,""macd_slow"":46,""macd_signal"":11,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1779.0,1779.0,620.0,1151.0,34.85,62651.24,-27846.08,2.25,54.09,52.4,1461249.65,-1584988.0499999996,679.29,0.54,0.62,0.0063,0.01,374.0,374.0,131.0,242.0,35.03,21264.84,-10948.51,1.26,30.25,17.05,174580.14000000007,-74051.59999999996,13.62,0.26,0.34,0.0046,0.01,2153.0,2153.0,750.0,1394.0,34.84,79696.93,-37449.89,2.08,49.99,52.4,1461249.65,-1584988.0499999996,756.75,0.49,0.57,0.0061,0.01
GAZP,macd,1h,Bayesian_TPE,23,11.165,12,39,13,True,1869.51,0.29,0.381,48.56,1907,36.23,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":12,""macd_slow"":39,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1907.0,1907.0,691.0,1213.0,36.23,105495.12,-44684.28,2.1,50.46,48.56,2731988.5,-1513080.3400000008,1869.51,0.74,0.97,0.006,0.01,392.0,392.0,145.0,247.0,36.99,22417.35,-11971.73,1.2,28.86,14.8,176614.13000000003,-87456.17999999995,29.35,0.43,0.56,0.0046,0.01,2299.0,2299.0,835.0,1461.0,36.32,161256.44,-75974.01,1.95,46.81,48.56,3366242.880000001,-1666903.679999999,2365.11,0.69,0.9,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,24,2.267,12,39,14,True,592.58,0.201,0.231,52.55,1869,36.12,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":12,""macd_slow"":39,""macd_signal"":14,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1869.0,1869.0,675.0,1189.0,36.12,53301.71,-25275.71,2.15,51.48,52.55,1152762.71,-1361482.84,592.58,0.51,0.59,0.0063,0.01,390.0,390.0,140.0,250.0,35.9,22125.72,-11534.16,1.21,29.01,16.06,185272.5,-66627.51999999999,21.41,0.35,0.45,0.0046,0.01,2259.0,2259.0,814.0,1440.0,36.03,69618.22,-34397.83,1.99,47.64,52.55,1241677.5,-1361482.84,713.64,0.48,0.56,0.0061,0.01
GAZP,macd,1h,Bayesian_TPE,25,9.863,5,50,13,True,1436.36,0.27,0.351,39.32,2687,33.46,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":5,""macd_slow"":50,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2687.0,2687.0,899.0,1780.0,33.46,82732.2,-33714.99,1.49,35.81,39.32,2744735.0500000007,-1613471.4499999995,1436.36,0.69,0.9,0.006,0.01,564.0,564.0,186.0,376.0,32.98,20011.31,-9507.93,0.84,20.06,25.18,192858.1200000001,-62826.00000000013,14.71,0.27,0.37,0.0046,0.01,3251.0,3251.0,1084.0,2157.0,33.34,119518.1,-52621.43,1.38,33.1,39.32,2867074.5600000015,-1613471.4499999995,1605.32,0.62,0.81,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,26,2.6,10,38,14,False,373.93,0.215,0.186,30.92,1008,35.32,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":10,""macd_slow"":38,""macd_signal"":14,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2015.0,1008.0,356.0,651.0,35.32,50312.0,-21769.19,1.95,46.92,30.92,1237921.62,-904314.0400000002,373.93,0.55,0.47,0.0042,0.01,412.0,206.0,68.0,138.0,33.01,21023.69,-9794.53,1.17,28.18,20.63,181435.87,-45710.40000000003,7.8,0.21,0.2,0.0032,0.0,2427.0,1214.0,423.0,790.0,34.84,57729.59,-25919.28,1.83,43.81,30.92,1237921.62,-904314.0400000002,394.34,0.49,0.43,0.004,0.01
GAZP,macd,1h,Bayesian_TPE,27,5.858,8,44,12,True,1039.18,0.245,0.318,43.46,2303,34.95,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":44,""macd_signal"":12,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2303.0,2303.0,805.0,1495.0,34.95,64775.76,-27928.24,1.74,41.78,43.46,1829025.3200000003,-1102555.6,1039.18,0.63,0.81,0.006,0.01,502.0,502.0,165.0,336.0,32.87,24757.7,-11253.41,0.94,22.53,25.98,199478.7000000001,-72163.52000000016,30.39,0.44,0.59,0.0046,0.01,2805.0,2805.0,969.0,1832.0,34.55,100166.44,-45681.54,1.6,38.37,43.46,2198931.300000001,-1102555.6,1337.27,0.59,0.77,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,28,5.169,11,32,15,True,1088.41,0.249,0.325,52.43,1983,36.01,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":11,""macd_slow"":32,""macd_signal"":15,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1983.0,1983.0,714.0,1267.0,36.01,70229.48,-30986.35,2.02,48.52,52.43,1862352.96,-1142240.32,1088.41,0.63,0.83,0.006,0.01,406.0,406.0,150.0,256.0,36.95,21384.44,-11540.54,1.16,27.86,16.77,178356.64000000004,-88319.03999999995,25.33,0.39,0.5,0.0046,0.01,2389.0,2389.0,863.0,1524.0,36.12,100709.52,-48228.48,1.88,45.05,52.43,2051077.4900000005,-1142240.32,1341.21,0.59,0.77,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,29,12.941,9,48,13,True,1841.7,0.289,0.379,41.13,2071,35.78,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":9,""macd_slow"":48,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2071.0,2071.0,741.0,1326.0,35.78,106932.5,-45867.24,1.94,46.46,41.13,3199466.880000001,-1694124.9200000002,1841.7,0.74,0.97,0.006,0.01,434.0,434.0,147.0,286.0,33.87,20620.65,-10263.4,1.09,26.06,22.77,176303.82000000004,-57514.60000000013,9.59,0.21,0.28,0.0046,0.0,2505.0,2505.0,887.0,1613.0,35.41,153322.98,-72167.96,1.79,42.96,41.13,3312630.860000001,-1694124.9200000002,1959.06,0.66,0.86,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,30,8.741,11,47,13,True,1538.46,0.275,0.363,48.4,1929,35.2,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":11,""macd_slow"":47,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1929.0,1929.0,679.0,1245.0,35.2,96997.19,-40543.34,2.08,49.88,48.4,2694305.9,-1475528.470000001,1538.46,0.7,0.93,0.006,0.01,408.0,408.0,146.0,262.0,35.78,22347.23,-11477.4,1.16,27.73,16.38,191283.75,-68789.27999999998,25.56,0.39,0.51,0.0046,0.01,2337.0,2337.0,824.0,1508.0,35.26,142508.32,-65331.51,1.92,46.05,48.4,3032872.5,-1475528.470000001,1890.69,0.65,0.86,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,31,8.678,9,50,14,True,1469.92,0.272,0.357,46.07,2011,34.76,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":9,""macd_slow"":50,""macd_signal"":14,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2011.0,2011.0,699.0,1309.0,34.76,93224.37,-38552.03,1.99,47.85,46.07,2577424.87,-1437190.4900000007,1469.92,0.69,0.91,0.006,0.01,428.0,428.0,146.0,281.0,34.11,21636.32,-10617.87,1.1,26.43,18.79,189288.75,-55744.560000000165,17.53,0.3,0.4,0.0046,0.01,2439.0,2439.0,844.0,1591.0,34.6,133881.1,-60428.48,1.84,44.12,46.07,2875477.5,-1437190.4900000007,1685.39,0.63,0.83,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,32,2.677,13,42,13,True,671.29,0.209,0.242,52.4,1849,35.1,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":13,""macd_slow"":42,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1849.0,1849.0,649.0,1192.0,35.1,57957.35,-25923.99,2.17,52.04,52.4,1284846.72,-1404837.7499999998,671.29,0.53,0.62,0.0063,0.01,384.0,384.0,137.0,247.0,35.68,22066.8,-11492.44,1.23,29.46,17.73,186585.0,-67099.51999999999,18.45,0.31,0.41,0.0046,0.01,2233.0,2233.0,785.0,1440.0,35.15,76560.9,-36291.63,2.01,48.2,52.4,1392588.75,-1404837.7499999998,784.04,0.5,0.58,0.0061,0.01
GAZP,macd,1h,Bayesian_TPE,33,8.636,7,48,12,True,1270.82,0.26,0.338,38.26,2407,34.48,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":7,""macd_slow"":48,""macd_signal"":12,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2407.0,2407.0,830.0,1572.0,34.48,75088.29,-31561.78,1.67,39.98,38.26,2295018.2000000007,-1343151.8,1270.82,0.66,0.86,0.006,0.01,516.0,516.0,173.0,341.0,33.53,22833.84,-10882.91,0.91,21.92,26.49,204161.16000000012,-67856.36000000016,23.92,0.37,0.5,0.0046,0.01,2923.0,2923.0,1002.0,1914.0,34.28,114356.92,-51801.84,1.53,36.82,38.26,2708369.1600000015,-1343151.8,1543.69,0.62,0.8,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,34,3.276,9,46,14,False,450.31,0.233,0.202,32.03,1017,35.4,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":9,""macd_slow"":46,""macd_signal"":14,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2033.0,1017.0,360.0,655.0,35.4,54979.46,-23342.83,1.92,46.02,32.03,1414099.0499999998,-964205.2,450.31,0.59,0.51,0.0042,0.01,420.0,210.0,67.0,143.0,31.9,21834.63,-9814.67,1.14,27.43,19.7,181316.52000000005,-46249.74000000003,5.94,0.17,0.17,0.0032,0.0,2453.0,1227.0,426.0,799.0,34.72,64618.88,-28643.61,1.79,42.9,32.03,1414099.0499999998,-964205.2,464.14,0.53,0.46,0.004,0.01
GAZP,macd,1h,Bayesian_TPE,35,5.211,6,40,11,True,1125.38,0.25,0.325,53.99,2725,34.13,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":6,""macd_slow"":40,""macd_signal"":11,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2725.0,2725.0,930.0,1789.0,34.13,55231.47,-22421.18,1.47,35.31,53.99,1733483.6999999995,-1058315.4,1125.38,0.64,0.83,0.0061,0.01,574.0,574.0,197.0,375.0,34.32,18114.84,-9263.85,0.82,19.71,27.59,173696.28000000003,-60766.95000000013,9.47,0.21,0.28,0.0046,0.0,3299.0,3299.0,1126.0,2165.0,34.13,82946.77,-37606.71,1.36,32.62,53.99,2059544.9400000004,-1058315.4,1197.95,0.57,0.74,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,36,2.52,14,37,13,True,641.72,0.206,0.238,52.46,1829,35.76,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":14,""macd_slow"":37,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1829.0,1829.0,654.0,1168.0,35.76,57804.96,-26872.64,2.19,52.61,52.46,1287445.52,-1505831.0999999996,641.72,0.53,0.61,0.0063,0.01,384.0,384.0,136.0,248.0,35.42,21663.92,-11443.08,1.23,29.46,20.07,185062.5,-66551.99999999999,10.84,0.23,0.29,0.0046,0.01,2213.0,2213.0,789.0,1417.0,35.65,74622.34,-36641.97,2.03,48.63,52.46,1328276.25,-1505831.0999999996,695.54,0.48,0.56,0.0061,0.01
GAZP,macd,1h,Bayesian_TPE,37,3.388,10,34,14,False,425.95,0.227,0.196,28.54,1041,34.97,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":10,""macd_slow"":34,""macd_signal"":14,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2081.0,1041.0,364.0,676.0,34.97,54659.88,-23131.22,1.88,45.2,28.54,1386289.5900000003,-1014508.9200000002,425.95,0.58,0.5,0.0042,0.01,432.0,216.0,75.0,141.0,34.72,20186.24,-9954.44,1.12,26.78,20.15,188689.5000000001,-51843.77999999988,11.04,0.26,0.25,0.0032,0.0,2513.0,1257.0,438.0,818.0,34.84,62896.21,-27992.06,1.75,42.1,28.54,1386289.5900000003,-1014508.9200000002,465.1,0.52,0.46,0.004,0.01
GAZP,macd,1h,Bayesian_TPE,38,7.04,8,44,9,True,1141.21,0.252,0.329,40.85,2597,35.08,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":8,""macd_slow"":44,""macd_signal"":9,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2597.0,2597.0,911.0,1680.0,35.08,65211.49,-28568.77,1.54,37.05,40.85,2122586.2000000007,-1339135.35,1141.21,0.64,0.84,0.006,0.01,540.0,540.0,191.0,348.0,35.37,19775.01,-10222.14,0.87,20.95,24.64,184426.90000000017,-65090.40000000013,21.97,0.35,0.47,0.0046,0.01,3137.0,3137.0,1101.0,2029.0,35.1,94901.88,-44769.67,1.43,34.31,40.85,2215241.250000002,-1339135.35,1364.93,0.59,0.78,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,39,12.014,6,49,12,True,1691.32,0.282,0.369,39.7,2577,34.15,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":6,""macd_slow"":49,""macd_signal"":12,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2577.0,2577.0,880.0,1690.0,34.15,92112.94,-37956.32,1.56,37.34,39.7,2997802.360000001,-1759704.2999999996,1691.32,0.72,0.94,0.006,0.01,536.0,536.0,181.0,353.0,33.77,20651.01,-10027.43,0.88,21.1,25.41,194563.32000000012,-63458.70000000013,19.81,0.33,0.44,0.0046,0.01,3113.0,3113.0,1060.0,2044.0,34.05,137426.77,-61597.0,1.44,34.57,39.7,3372836.8800000018,-1759704.2999999996,1976.81,0.66,0.86,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,40,9.693,6,48,12,True,1487.41,0.272,0.356,41.74,2593,33.94,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":6,""macd_slow"":48,""macd_signal"":12,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2593.0,2593.0,880.0,1706.0,33.94,83051.86,-34121.67,1.55,37.11,41.74,2682486.770000001,-1650423.0999999996,1487.41,0.69,0.91,0.006,0.01,534.0,534.0,182.0,350.0,34.08,20809.56,-10237.49,0.88,21.18,25.43,194563.32000000012,-63591.90000000013,20.42,0.34,0.45,0.0046,0.01,3127.0,3127.0,1061.0,2057.0,33.93,123566.05,-55229.17,1.43,34.42,41.74,2988898.920000002,-1650423.0999999996,1749.72,0.64,0.83,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,41,7.706,7,50,12,True,1275.19,0.261,0.338,43.19,2389,34.83,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":7,""macd_slow"":50,""macd_signal"":12,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2389.0,2389.0,832.0,1553.0,34.83,72469.06,-30613.23,1.68,40.28,43.19,2155364.0400000005,-1281258.2000000002,1275.19,0.66,0.86,0.006,0.01,512.0,512.0,171.0,340.0,33.4,22642.41,-10712.45,0.92,22.09,25.8,203162.4000000001,-65831.48000000016,22.96,0.36,0.49,0.0046,0.01,2901.0,2901.0,1002.0,1894.0,34.54,111457.87,-50854.48,1.55,37.1,43.19,2703692.0400000014,-1281258.2000000002,1536.24,0.61,0.8,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,42,7.395,5,49,10,True,1237.6,0.257,0.339,43.01,3021,33.17,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":5,""macd_slow"":49,""macd_signal"":10,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,3021.0,3021.0,1002.0,2009.0,33.17,76180.49,-31835.16,1.33,31.85,43.01,2815104.2399999993,-1705378.4499999995,1237.6,0.66,0.86,0.0061,0.01,626.0,626.0,209.0,415.0,33.39,17861.25,-8861.88,0.75,18.07,28.52,170335.32000000004,-62276.55000000013,5.53,0.16,0.22,0.0046,0.0,3647.0,3647.0,1210.0,2425.0,33.18,102763.27,-46055.47,1.23,29.51,43.01,2815104.2399999993,-1705378.4499999995,1265.9,0.58,0.77,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,43,10.118,6,46,11,True,1573.7,0.275,0.366,42.77,2701,34.1,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":6,""macd_slow"":46,""macd_signal"":11,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2701.0,2701.0,921.0,1773.0,34.1,83505.66,-34501.83,1.48,35.63,42.77,2825283.790000001,-1767069.4499999995,1573.7,0.7,0.93,0.0061,0.01,558.0,558.0,192.0,364.0,34.41,19052.01,-9656.43,0.84,20.27,25.7,184232.10000000015,-62692.80000000013,14.3,0.27,0.36,0.0046,0.0,3259.0,3259.0,1112.0,2138.0,34.12,122093.51,-55311.54,1.38,33.02,42.77,2983824.6500000027,-1767069.4499999995,1751.19,0.63,0.84,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,44,3.393,12,23,13,True,769.39,0.223,0.287,50.57,2149,36.81,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":12,""macd_slow"":23,""macd_signal"":13,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2149.0,2149.0,791.0,1353.0,36.81,46312.96,-21389.24,1.87,44.78,50.57,1227950.6800000004,-792540.4999999999,769.39,0.57,0.73,0.006,0.01,436.0,436.0,177.0,258.0,40.6,27243.04,-15564.05,1.08,25.94,20.82,202285.44000000012,-85425.60000000018,80.65,0.86,1.16,0.0046,0.02,2585.0,2585.0,967.0,1612.0,37.41,79628.56,-38959.85,1.73,41.63,50.57,1701887.040000001,-792540.4999999999,1419.75,0.6,0.77,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,45,3.725,7,27,15,True,868.57,0.232,0.295,54.1,2431,36.53,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":7,""macd_slow"":27,""macd_signal"":15,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2431.0,2431.0,888.0,1538.0,36.53,49585.31,-22981.86,1.65,39.58,54.1,1479665.6600000004,-935625.85,868.57,0.59,0.75,0.006,0.01,502.0,502.0,190.0,311.0,37.85,19936.05,-11249.8,0.94,22.53,22.11,189759.55000000016,-63492.00000000013,28.92,0.42,0.56,0.0046,0.01,2933.0,2933.0,1077.0,1850.0,36.72,73640.07,-36880.05,1.53,36.69,54.1,1778475.3000000017,-935625.85,1108.23,0.56,0.71,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,46,3.652,11,43,13,False,469.39,0.237,0.206,30.46,968,35.85,False,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":11,""macd_slow"":43,""macd_signal"":13,""allowshort"":false}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,1935.0,968.0,347.0,620.0,35.85,57852.98,-24808.18,2.03,48.67,30.46,1442723.82,-1012509.6800000004,469.39,0.6,0.52,0.0042,0.01,404.0,202.0,63.0,139.0,31.19,24471.26,-10118.0,1.19,28.51,19.86,198266.25,-46441.98000000003,13.53,0.3,0.29,0.0033,0.0,2339.0,1170.0,409.0,760.0,34.96,69712.08,-30601.64,1.89,45.26,30.46,1442723.82,-1012509.6800000004,525.5,0.55,0.48,0.004,0.01
GAZP,macd,1h,Bayesian_TPE,47,10.085,5,48,12,True,1562.3,0.275,0.365,42.6,2803,33.29,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":5,""macd_slow"":48,""macd_signal"":12,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2803.0,2803.0,933.0,1863.0,33.29,88329.69,-35850.03,1.43,34.33,42.6,3104332.410000001,-1960451.8499999996,1562.3,0.7,0.93,0.006,0.01,594.0,594.0,194.0,398.0,32.66,17963.95,-8727.1,0.79,19.04,29.99,183939.90000000017,-59529.30000000012,1.16,0.11,0.15,0.0046,0.0,3397.0,3397.0,1126.0,2262.0,33.15,122635.28,-54295.12,1.32,31.68,42.6,3104332.410000001,-1960451.8499999996,1527.18,0.61,0.81,0.0058,0.01
GAZP,macd,1h,Bayesian_TPE,48,11.117,13,34,10,True,1605.14,0.278,0.365,40.14,2127,35.97,True,"{""sampler"":""TPESampler"",""seed"":42,""n_trials"":50,""direction"":""maximize"",""objective"":""composite = Sharpe * (Return% / MaxDD%)""}","{""macd_fast"":13,""macd_slow"":34,""macd_signal"":10,""allowshort"":true}",2014-01-01,2024-12-31,2025-01-01,2026-04-20,2014-01-01,2026-04-20,2127.0,2127.0,765.0,1360.0,35.97,89273.03,-38413.6,1.88,45.24,40.14,2563901.580000001,-1611114.6800000002,1605.14,0.71,0.93,0.006,0.01,448.0,448.0,168.0,280.0,37.5,21728.54,-11663.13,1.05,25.25,18.49,192869.1000000001,-63703.640000000145,38.47,0.52,0.67,0.0046,0.01,2575.0,2575.0,932.0,1641.0,36.19,137480.69,-64768.5,1.74,41.79,40.14,3182376.6000000015,-1611114.6800000002,2184.69,0.67,0.88,0.0058,0.01
